Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230210T003309,6.2662894762432035,[3],[369]
20230210T003315,4.15388910276915,[3],[313]
20230210T003319,7.512861490426549,[3],[401]
20230210T003326,7.4078254860530945,[3],[332]
20230210T003334,7.652911024816631,[3],[314]
20230210T003342,5.425434907010407,[3],[385]
20230210T003347,5.555779968913774,[3],[590]
20230210T003353,1.7686398024466907,[3],[327]
20230210T003354,5.77022090981036,[3],[411]
20230210T003400,6.113637693935341,[3],[351]
20230210T003406,6.359161794007612,[3],[326]
20230210T003413,8.261811346155497,[3],[313]
20230210T003421,3.5655571053621573,[3],[341]
20230210T003424,3.1667225215872827,[3],[379]
20230210T003428,5.086251042014171,[3],[337]
20230210T003433,2.979530547326039,[3],[319]
20230210T003436,1.9140533371299862,[3],[414]
20230210T003438,3.4801607862930846,[3],[340]
20230210T003441,8.280331730678977,[3],[516]
20230210T003449,5.115799917201543,[3],[417]
20230210T003455,3.317528954619908,[3],[318]
20230210T003458,2.29403431187838,[3],[356]
20230210T003500,1.7804724299011925,[3],[370]
20230210T003502,6.812346191242024,[3],[286]
20230210T003509,3.979563382773466,[3],[348]
20230210T003513,2.182713979597678,[3],[365]
20230210T003515,7.30835631411021,[3],[324]
20230210T003522,7.529644166507672,[3],[339]
20230210T003530,2.182098284432178,[3],[347]
20230210T003532,8.972054177185907,[3],[650]
20230210T003541,3.842760744968823,[3],[348]
20230210T003545,2.092899172357191,[3],[380]
20230210T003547,6.577378647074879,[3],[338]
20230210T003553,4.055703747659121,[3],[338]
20230210T003558,3.8806320068299707,[3],[313]
20230210T003601,7.191686317737877,[3],[386]
